,id,title,language_code,description,similar_books,ratings_count,num_pages,text_reviews_count,average_rating,Action,Adventure,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,War,Action_b,Adventure_b,Crime_b,Documentary_b,Drama_b,Family_b,Fantasy_b,History_b,Horror_b,Music_b,Mystery_b,Romance_b,War_b
412382,17181774,Tadaram Maradas Book of Poem Lyrics V: Lyrics of a Lifetime: Written in English with Spanish & French Translations © CIRCA 2012 [Paperback],eng,"Tadaram Alasadro Maradas (1964 - ) Tadaram Maradas whose real name is David Williams is a writer and author from ""The San Francisco Bay Area."" He is alumni of Excelsior College in Upstate New York, Villanova University in southeast Pennsylvania, and The University of Maryland University College at Adelphi, Maryland. He recently capped a satisfying twenty - four year career in The United States Army where he served in four Contingency Operations, which included both Combative and Non - Combative Operations. Since that time poetry has become his mainstay and his creativity is currently being highlighted through his expression of poetry in lyric and rhyme. Tadaram Maradas is an active member of the Academy of American Poets & the International Who's Who in Poetry. For Promotional Purposes only No resale or production of Lyrics authorized after purchase of book without permission of the Maradas firm. The Maradas firm retains all Copyrighted and intellectual property rights for the Poem Lyrics in this book This Artistic work is protected under Author Copyright: Droit d'Auteur, Berne Convention for the Protection of Literary and Artistic works.",[],0.0,244.0,1.0,0.0,0.06602843837461803,0.06285524799225896,0.05989942333769385,1.0,1.0,0.06601533394122401,0.06358669226398692,0.07022200299324109,0.05798279659585328,1.0,0.06282671853355666,1.0,0.05383295572243038,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
412577,26400927,Reform of the International Monetary System and Internationalization of the Renminbi,eng,"This book argues that only by reforming the international monetary system can we prevent financial crises in the future and the internationalization of the Renminbi, China's national currency, will be an important step in the process. Just as the old saying goes, ""An old building needs to be demolished before a new one can be erected in its place,"" there will be no construction without destruction. The commencement of the dismantling of the old monetary system is also the beginning of the construction of the new one. Contrary to Western rhetoric, which portrays China as part of the cause of the recent financial crisis, the author contends that China is actually a victim of the current unjust international economic and monetary system. To address the imbalance and break the dollar-dominated international monetary system, the author calls for the internationalization of the Renminbi and diversification of the international monetary system. Written by one of the foremost financial practitioners in China, this book is thought-provoking and provides a unique Chinese perspective on how the international monetary system should be reformed, what the future system should look like and the role China should play in the process. It is a required reading for anyone interested in understanding China's own vision in its rise in the global political, economic and financial systems.",[],0.0,300.0,1.0,0.0,1.0,0.0813132483540883,0.07396616982248132,1.0,1.0,1.0,0.07838547826531084,0.07484400055165577,0.07552968588995798,0.061269616365797155,0.07079212506675002,0.07440622413911704,0.04863573571735126,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418447,956862,True Brits,eng,"In the post-Cold War world, the old power-structures have disappeared, and this book attempts to discover who today's diplomats really are, what they are trying to accomplish, and whether they succeed. Exploring the secret world of international diplomacy, with its daily dramas and achievements, the book incorporates personal portraits of some of the key personnel in the British Foreign Office. Readers can witness private discussions between states, and working relationships between elected government ministers and their civil servants.",[],0.0,256.0,1.0,0.0,1.0,1.0,0.07704124848515077,0.11360022648671737,0.10741497888712045,0.09629468887874021,0.11362529082586442,1.0,0.07416233007543492,0.06729005037264763,0.08710704352374443,0.08269452233033589,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
420135,10973701,"Burton Holmes Travelogues: Egypt, Southern Italy, Switzerland (Volume 11)",eng,Burton Holmes Travelogues with illustrations from photographs by the author,[],0.0,336.0,1.0,0.0,0.003966034077967425,0.00881640344347585,1.0,1.0,0.007655984913977875,0.005347456268041088,0.004817776262610958,1.0,0.005194497826401365,0.00386895106115338,1.0,0.006026788586891791,0.0067480297049907255,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
420465,9689741,The Eighth Amendment: Preventing Cruel and Unusual Punishment,eng,"Prior to the existence of the Eighth Amendment, there was little to protect citizens of the English colonies from excessive bail, excessive fines, and cruel and unusual punishments. The enduring freedoms guaranteed by this amendment are extremely important to all U.S. citizens. Readers will learn about the politicians who fought for the amendments passage. They will also learn about what life was like for Americans before the Eighth Amendment was passed, how the amendments elastic wording has helped it remain relevant through the years, and how it defends our freedoms today.",[],0.0,64.0,1.0,0.0,0.032903740058500976,0.03400641370531193,0.030339224252642055,1.0,1.0,1.0,0.0332574342119869,1.0,0.027929375942421487,0.028530965954065606,0.0278091349444493,0.039230857059205385,0.027243611335647035,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
421663,23467681,Deadly Giants,eng,Dinosaur book Printed in Hong Kong,[],0.0,8.0,1.0,0.0,1.0,1.0,0.017507238913887075,0.009567560739036926,0.010851487306464165,1.0,1.0,0.009896903410689908,0.020226918133134954,0.004560886246261664,0.011760834661162064,0.009930556522277279,0.006354754395238846,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
425232,26040007,The Amish Research Guide,eng,"An informational resource for writers of Amish fiction and nonfiction, especially for those who are not Amish and would need to complete a great deal of research before beginning to write. Also of interest to readers who wish to learn more about the Amish.",[],0.0,68.0,1.0,0.0,0.013767736788643042,0.016702247386471497,0.012594118625944145,0.015448169300673359,0.017404590448305866,1.0,1.0,0.015303832136792754,0.015945726453778418,0.011892235781642153,1.0,1.0,0.00983740698378377,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
428684,22887089,The Hope: American Jewish Voices in Support of Israel,eng,"Jews around the world hold our sisters and brothers in Israel in our hearts at all times. We are a family that spans the globe and whose heart pulses with the hope of 2,000 years. The diverse American Jewish voices included in this volume all communicate one sacred truth: Am Yisrael Chai! The People of Israel Lives!
All proceeds from the sale of ""The Hope: American Jewish Voices in Support of Israel"" benefit The Lone Soldier Center in memory of Michael Levin.",[],0.0,170.0,1.0,0.0,0.13737723485178047,0.1348454151704467,0.11357232096908815,1.0,1.0,0.1395382126717953,0.1274159606081998,1.0,0.11650426296749025,0.11766469787641864,0.11284600098025885,0.14111933914177968,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
430673,35535239,Creative writing for beginners: How to write a short story,eng,"A step by step guide containing eight lessons. The advice, tasks and short examples will help you to generate ideas, start writing and complete a short story, then edit it. Some of the examples are taken from stories which the author has had accepted for publication.",[],0.0,28.0,1.0,0.0,0.05687122816450588,0.059099490285632675,0.0635463404710843,1.0,1.0,1.0,0.07334219670898119,1.0,0.054813918952891234,0.07212180458195257,0.05960660703054217,0.07631768607199772,0.06569206270237626,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
430854,2480839,Ash,eng,"This short novel teaches us a great deal about ourselves. When Father dies, his ghost explains how the death happens, and then more or less reports on what happened as his grown children fight over his ashes. His story is tangled up in the memories of each of his three children. The novel is set in an old mansion in Christmas Cove on the Pemaquid Penninsula in Mid-Coast Maine. In addition to being a story of all of us, it is deffinitely a story of Maine.",[],0.0,84.0,1.0,0.0,0.11938187411826624,0.12634754222839795,0.11283542591016285,0.13066102093847862,1.0,1.0,1.0,1.0,0.12772259040691283,0.10564274681561202,0.13173630685062385,0.1361982767189977,0.11307715319948977,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
431637,30732726,A Taste of What’s to Come,eng,"Mix two college girls, a bottle of tequila, a desire to venture into the unknown, some body shots, and allow to simmer. Temperatures rise and the clothes peel off leading to the boudoirian time of your life.",[],0.0,25.0,1.0,0.0,0.10337390931458934,0.10152162068382604,0.10590996796115755,0.09490691055234228,1.0,1.0,1.0,0.08889327563558197,0.10542346858350415,0.10266596880981531,0.09982747376849001,1.0,0.06429253701850128,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
431915,18455161,"Love, Devour (Obsessed Men, #2)",eng,"More of Eve, Rene, and Bash.",[],0.0,350.0,1.0,0.0,0.03583548363605539,0.03457008413336917,0.0318070563348057,0.022704824387945535,1.0,0.027752266923571058,1.0,0.03857687563323091,0.025676906503559572,0.03962830145281055,0.023678716505618962,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
433139,28062598,The Subspace Emissary's Worlds Conquest,eng,"It had been a long battle for survival, but he managed to stop the imbeciles from defeating him for real. Tabuu, though, had been weakened during the battle. As he floated along in the void of the Subspace surrounded by darkness and swirling purple and blue colors, he reflected on the disastrous end of the battle.
Master Hand had shown up right before Tabuu could terminate the big group of Smashers. As a last ditch attempt, the omnipotent hand used his space-bending powers to recall each one of the Smashers to their worlds, back into the past before they participated in the Brawl tourney and the war against the Subspace Army. He then called Crazy Hand, and both of them escaped from Tabuu's clutches, effectually putting a sudden end to the conflict for the time being...
Unfortunately, not everything was right.
---
The longest work of fiction ever written is based of the Story Mode of Super Smash Bros: Brawl. It is called the Subspace Emissary's Worlds Conquest and it's nearly 4 million words long. That's 13 times longer than James Joyce's novel 'Ulysses'. It was written by a 22-year-old called Christian. He is from Arizona and started writing it the day Super Smash Bros. Brawl was released back in 2008. Christian says that by the time the book is finished, he estimates that it will be about 10 million words long.
Source: '500 Facts About Video Games Vol. 1' by James Egan",[],0.0,220.0,1.0,0.0,1.0,1.0,0.12827575798867905,0.17092558363112326,0.163002918038996,0.16182481453892256,0.1849824503424367,1.0,0.13241069165293715,0.1302358523106884,0.11784199472114464,0.13567338491418704,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
433654,18077565,"Poor Paddy's Cabin; Or, Slavery in Ireland. a True Representation of Facts and Characters",eng,google ebook epub - The irish during the potato famine.,[],0.0,244.0,1.0,0.0,0.015834457733236565,0.02017387795338518,0.016241395522981105,0.015672482561832114,1.0,1.0,0.01995154570374613,1.0,0.01534065916940774,0.012671254289013114,0.01556974270695537,1.0,0.017312376190760426,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
436826,18568968,Phantoms of Rockwood,eng,"Ghosts, who were young basketball players that died too early, are given an opportunity to return to life. They inhabit the bodies of living basketball players to inspire, motivate the starters to the coveted State Championship. As they themselves continue to learn life's obstacles that can only be overcome in growing up.",[],0.0,270.0,1.0,0.0,0.09242568686232237,0.09186682667668268,0.09660405039931756,0.10366512101297967,1.0,0.10554520035406532,1.0,0.09211315799139107,1.0,0.08806008153793743,0.10233076587054137,1.0,0.06613062575342175,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
436891,18213391,Pilgrimage (#1 Meeting France and Spain's Pilgrim Towns),eng,"Pilgrimage, Book One (of four in the series), is lyrical travel writing from a widely traveled author and tour guide, who has walked over much of Spain and France, particularly the Camino de Santiago pilgrimage path. Available at under US$2 from most distributors. Also found at Smashwords, https://www.smashwords.com/books/view...
The Peter Cowan Short Story Prize judge said of one 'Pilgrimage' story- 'Beating Time' as 'an epic evocation of place. Yes, this story proves that you can produce an epic in a mere 488 words! Like all good fiction, perhaps, this piece is ultimately an investigation into how time passes and works. Energetic, almost punch-drunk writing (I mean that as a complement!): ""Let the stray dogs and big ideas fight over the bones behind the Calle mayor. Fabulous!''",[],0.0,45.0,1.0,0.0,0.11782011975169086,0.1172037682300541,0.11509672412411635,1.0,1.0,1.0,0.12378424440598715,1.0,0.10529064250256435,0.11014615666063611,0.11203270340290285,0.12270913609900823,0.09717767993563144,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
437273,26798693,Talking it over with Genghis Khan,eng,"Talking it over with Genghis Khan
The colour of '33
After uranium
Do kittens dream in primrose?
A grandmother's green should be reseda
Terrible tales of time and tide
One magenta sock
Kant's day off
Big
'Say ""Hello"" to the fairies, Karl'
Nietzsche, my darling
Feathers
Pictures for an exhibition
Looking for Little Miss Universe ...
Many of Heather Reyes's short stories share a connection with paintings (and painting titles) by Paul Klee, Matisse and Kandinsky. Full of verve, wit and intimacy, her superbly quirky, mischievous and colour-filled stories show how our daily lives are richer, stranger and more dangerous than we know.
Why is Genghis Khan on little Eva's bed? Who painted 'Only connect' on the Ritz? What does a gargoyle have to say about the world? Did Mr Davidsbundler really come to call? In the world of Heather Reyes Talking it over with Genghis Khan the answers are as unexpected as the questions.
Her short stories have appeared in many UK and US literary magazines including Fiction International, Ambit, Philosophy Now and Mslexia.
'Moves, amuses and provokes' Independent on Sunday on Zade
'Rich, poetic, painterly, wise and tender' Maggie Gee on Miranda Road
'Brilliant ... I love Heather's passion for reading' Helen Dunmore on An Everywhere: a little book about reading
An interview with the author
The first thing that stands out about the collection is that it's flooded with colour. There are only a handful of stories that don't feature colour in an important way and many of them use colour in the title.
The stories are hugely varied in form and length, but colour provides a unifying element. The few that don't use colour directly are nevertheless linked to the colour element and what it stands for in the other stories. For example, 'Looking for Little Miss Universe' pits joy and humour against the sadness of human mortality, and that's very much in line with some of what I'm trying to do elsewhere in the more obviously 'colour-full' stories.
Quite a number of the colours you use aren't what I'd call 'straightforward' ones. They're very specific tones - like 'reseda', 'magenta', 'saffron', 'periwinkle'.
I've always been fascinated by the names of colours. It must go back to seeing the names on my grandfather's the oil paints when I was a child. I use this detail very directly in 'After uranium' where they're in contrast to the stories the old man tells the little girl about war. Thematically, it's part of my attempt to foreground the different, the rich, and the unexpected, and making the tales visually interesting, too - and more precise than, say, 'red' or 'green' or 'blue', which would be a bit boring. And, of course, in 'A grandmother's green should be reseda', the contrast between the two different shades of green is very significant - the granddaughter wanting her to be a dignified 'reseda' while the grandmother's real character and her hidden past is expressed through her preference for 'emerald' - which the girl comes to understand in the course of the story. The colour names are also linked with my love of playing with the sounds of words.
Perhaps we can talk about the 'playing with the sounds of words' in a minute. But I wonder if you'd like to say a bit more about the way colour - and even individual colours - function in the stories.
For me, colour - along with music - is one of the greatest sources of joy in life and, even in sad or serious stories, I usually try to retrieve or create something positive: I hope the foregrounding of colour helps to achieve this. In 'The colour of '33' we go with the narrator and the man she loves to an exhibition of Kandinsky's work. Among all the wonderfully coloured paintings, there's one small, uncoloured one called 'Grim situation' - which only makes sense when you read the date, 1933, and know it was the year Hitler became Chancellor. His regime persecuted the Bauhaus artists, of which Kandinsky was one. This stands for the whole history of that ghastly period, and the narrator can only escape it by 'entering' a painting that's full of healing colour. In 'One magenta sock' the colour becomes an enrichment of life and is associated with a creative and unusual person. In some stories, colour is set against 'no colour': in 'Come back, Lapis Lazuli, all is forgiven', that rich blue is set against 'maggot-colour'; saffron is set against grey in 'Remembering saffron'; lavender against conventional white in 'The lavender bride', and so on.
Do you have a favourite colour?
Don't laugh - it's actually pale grey ... But maybe partly because against it you can put just about any of the glorious colours that exist and they are both enhanced. In terms of the sound of a particular colour, I think maybe 'lapis lazuli' - it has those gentle, lapping 'els' and the zippy, energetic 'z' near the middle.
The collection ends with a string of little stories that hardly seem stories at all, in the conventional sense.
Ah, but what the reader has to do is construct or be aware of the 'big' stories behind them! 'The lavender bride' isn't just a few lines about a young woman who wears a lavender wedding dress. It suggests the whole history of women being made to conform to certain ideas of 'purity' etc. The young woman in the story defies convention - and in doing so sets a valuable example to others, freeing their imagination to be themselves and not cow-tow to others' ideas of what she should be. These small stories are exercises in 'condensation', if you like, and the reader does sometimes have to work a bit harder at them.
Religion crops up in various stories. The title story actually starts with the sentence, 'When Eva first learned about wars and things, she thought she'd better start going to church - just in case.' She's heard that God is supposed to answer prayers. Yet you're not really a 'believer' in the conventional sense.
No, but I was educated at a wonderful convent school so religion is part of my 'imaginative universe'. What I've tried to do in various stories is recuperate some of the richness of religious imagery and put it to use in a new way, but still with an 'altruistic' intent - a route to a more worldly salvation, if you like. Of course, in the title story the girl's naivety is partly a critique of certain religious attitudes in the face of the overwhelming suffering inflicted by powerful war-mongers, here represented by Genghis Khan and Hitler. At the end of the story, the girl engages the help of two religious statues - man-made 'art works', even if rather 'plastery-looking' ones. They appear to come to life, throw aside the trappings of religious iconography and follow the girl out of the church and into the world - as statues. It's tied up with the girl's attempt to start a fashion for replacing the word 'rebirth' with 'Renaissance' - which evokes a blossoming of Humanism and interest in the products of Man's cultural life, as well as 'nicer clothes' than the other option, 'Resurrection', which, as the girl muses, only suggests dusty old blood-stained sheets.
In 'Campaign for more topaz', the speaker takes the idea of the Seven Deadly Sins and proposes seven new ones to replace them. Then, in 'I liked my Bible because it had a lilac cover', I take biblical words out of their original context and turn them into something pleasurable - 'new words to embroider the tongue with' - and finish with a string of them which suggest that a certain approach to life can contribute to social and personal fulfilment. And above all the loveliness of 'otherness'. But I don't want to analyse it to death!
I guess that leads nicely on to your pleasure in playing with the sounds of words.
Even before I could read, my mother used to read poetry to me. One of my favourite poems was John Masefield's 'Cargoes'. It begins, 'Quinquereme of Nineveh from distant Ophir...'. I hadn't the faintest idea what it was about but it was full of the most beautiful-sounding, mysterious words. Then, of course, I studied Anglo-Saxon poetry at university, and I think that also raised my awareness of word-sound. I taught poetry for years, too, and, like many young people with literary ambitions, I started by writing poetry - which focuses the mind like nothing else on the sound qualities of words.
You have to enjoy what you're writing, and, for me, one of the pleasures is 'playing' - if that's the right expression - with words. Thematically, 'playfulness' is important to the collection as it's one of the things - along with colour - that I try to set against the darkness which can so easily overwhelm us. 'The colour of '33' starts by turning the name of the painter Kandinsky into 'sky-candy man', for example. As I said before, the narrator escapes from his one colourless work, and all it stands for, into a 'healing' colour - a sweetness plucked from the sky! And then there's the fun of the gargoyle names in 'Speak, gargoyle'.
As you mentioned, the stories are very varied in form and voice.
I think variety and surprise are important in keeping the reader's interest - and are also a source of pleasure in themselves. As well as conventional first and third person narratives, I also use second person in a couple of stories, which is less usual. It kind of 'implicates' the reader in the story: it's a very direct address. Italo Calvino makes use of it in his novel If on a winter's night a traveller, which I use as a reference point for the story 'Mr Davidsbundler comes to call' (hence the story's subtitle). And the odd name of the 'visitor' I've pinched from the composer Robert Schumann's imaginary 'Band of David' - people who would slay the cultural Philistines. But one doesn't have to know that to enjoy the story - I hope!
Other forms I use include a letter ('Say ""Hello"" to the fairies, Karl'), a monologue (spoken by a gargoyle), a parody detective story, an obituary, a couple of dialogues, one side of an implied dialogue, and I end with something that could be described as a weird kind of little secular sermon. Sometimes I am asking the reader to make a big adjustment from one story to the next. But I hope that's part of the fun!
In many of the stories it feels as if the actual endings are not that important in terms of what the story is really 'about'. Is that a fair comment?
Oh, yes. But then I think that's often the case with short stories as well as novels - apart from some detective fiction where the whole point seems to be to find out, at the end 'who done it' - though I undermine this in my spoof detective story. Yes, I think it's very much what happens in the course of the stories that really counts ... though there are a few exceptions - including two where the whole point comes in the last few words (but I'm not going to tell you which ones!) and which may just catch the reader out ...
It's always interesting to know how much a writer has taken directly from their own life. You've already mentioned your grandfather's paints, but are there any other significant incidents or characters you've lifted straight from life?
Oh, definitely - though sometimes the unexpected things, like the oldish woman in 'The meaning of geranium' - she's a 'local character' and I've described her exactly as she is. The incident at the centre of 'A grandmother's green should be reseda' is an adapted version of something that happened in my childhood (I still have some of the postcards referred to). Despite the 'fantasy' element of 'Pictures for an exhibition', the kernel comes from the fact that my grandfather - who, while still a teenager, fought in the First World War - would only ever copy other people's paintings. 'Looking for Little Miss Universe' was triggered by an old photo I found of my grandmother soon after she died, in her nineties: she was just a little girl in a fancy-dress costume of stars and moons. 'One magenta sock' stems from the fascination my children had for the lurex socks worn by a visiting friend - a poet. 'The colour of '33' came from a visit to an actual Kandinsky exhibition - though the two young Americans are invented - I think! Sometimes, when you've been involved with writing an incident for longer than you took to experience it, the edges begin to blur between what actually happened and one's own shaping of it into a story. That's happened to me more than once! Then there are little details, like the Bible with the lilac cover - which I still have. There are some images from 'In the bruise-coloured night' that originate from the opening exhibition at Tate Modern. The conversations in 'The shock of pink grapefruit' I did actually experience and 'The lavender bride' is my beautiful daughter-in-law. The starting point for 'Campaign for more topaz' was a local demonstration against a proposed new road that would have cut through the best part of the nearby town - including the convent school where I'd been a pupil and where I was teaching at the time. Even the nuns were out there demonstrating, yelling for all they were worth. And so was I. Then I caught sight of my neighbour, a devout Catholic - on the pavement, just watching. I called to her to come and join in but she 'didn't like to' ... as if it were something against her religion! Anyway, that was the feeling behind 'Topaz' - though for some reason I hear it in a slightly African-American voice. And when I was eleven or twelve I had a school friend with whom I used to discuss whether or not animals had souls - used in 'After uranium' ... along with the three-legged dog I remember from a Cornish holiday when I was six.
But, then, of course, there is obviously lots of material in the collection that cannot possibly be taken directly from life - though one cannot write about anything that's not 'in your own head' in some form or other, even when it emerges as extreme fantasy - as in 'Pink' or 'Speak, gargoyle'. I must say, I do have a great affection for my gargoyle - and its wish to say everything before it's too late. In essence, you might say he's an aging writer ...
The title. Why did you choose that particular story to be the title of the whole collection?
Actually I did consider one or two others, including 'Speak, gargoyle' - which is a reference to Nabokov's autobiographical Speak, Memory - a book a I love. But in the end I decided that 'Talking it over with Genghis Khan' did several useful jobs at once - which, ideally, you want from a title. I think - hope - it's intriguing because a bit unusual, and it suggests the coming together of two totally opposite 'things' ... a sort of resolving of an impossibility. The idea of 'talking it over' is of civilised, personal dialogue undertaken to sort out some fairly small problem, whereas the association of Genghis Khan is with large-scale, unstoppable violence and cruelty. In the face of such awfulness, literary creation can only be on the scale of 'talking it over'. But I think the title does alert the reader to the fact that the stories, though light-hearted in many ways, do engage with our darker, more destructive side as well as our puzzlement over our own natures as sentient beings in a vast, detached universe. In one sense, the whole collection is 'talking it over' with ... yes, Genghis Khan!
Even though a number of the stories deal with very dark subjects, you've also spoken a lot about fun and pleasure.
If there is no delight in either the writing or the reading of stories, why bother with them? But at the same time, I don't think you can be a worthwhile or useful writer unless you tackle the darkest or most troubling sides of human life - even if you're doing it in quite miniature works. You don't have to write a War and Peace in order to make people think. And you can wrest some joy and beauty from the terror and strangeness of existence on a small scale and maybe bring about some little transformations in the process ... perhaps.",[],0.0,232.0,1.0,0.0,0.27042207592497114,0.2661654172939521,0.2680129034154058,0.2954143550348991,1.0,0.2889848744840604,1.0,1.0,0.2627308923266122,0.2633122125992888,0.26709769351791013,1.0,0.24220996509423856,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
438585,25478837,The Greatest Sinner ever,eng,A novel about the life of Nostradamus,[],0.0,289.0,1.0,0.0,0.07363301445432524,0.07715898581451519,0.07964761934969228,1.0,1.0,0.08529982046702068,0.09023833762550451,1.0,0.06172616742477793,0.07395911138466331,0.07203123971160745,1.0,0.05783858421492824,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
444049,22758410,The Most Beautiful Thing in the World,eng,"The Most Beautiful Thing in the World is the story of a mother showing her son that no matter how great the obstacles, they should never keep that amazing feeling of achievement from happening. The story of a boy who discovers what true beauty is.",[],0.0,36.0,1.0,0.0,0.13067919521597549,0.16479054186064812,0.11164574280445504,0.15988596134217709,1.0,1.0,1.0,1.0,0.11306986544860771,0.12179019727438448,0.11982500428281256,0.14768406059190772,0.14631051753038743,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
444902,25695690,The Matrix Poems 1960-1970,eng,Spatially expressive poems.,[],0.0,204.0,1.0,0.0,1.0,1.0,0.0005375625241536956,1.0,0.0023516329362606057,0.0012468628386350304,0.0005109572072578801,0.0035356320135352375,0.0006465927036549028,1.0,0.0006029349222973548,0.0018582249631245826,0.001239813215203563,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
446826,25968789,The Imp,eng,"A children's book about a mean little creature - with a good lesson, encouraging good behavior.",[],0.0,26.0,1.0,0.0,0.028202217957335688,1.0,0.0232036699257392,0.01798065680579397,0.029809020118977816,1.0,1.0,0.019815468254949675,1.0,0.023186076183569892,0.02368588372138878,0.031441206442801024,0.01386677851386637,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
447829,3080266,It's Always Something,eng,"Ever have one of those days? How do you load a horse into a horse trailer? It might be easier to teach the horse to drive.. Caleb wasn't sure who was more consistent, his hard-headed fellow Israelites or the God who had brought them out of Egypt. This whole trip had been one thing after another, and the trials just kept on coming. A flying visit from a sister-in-law brings a new recipe and the end of a misunderstanding. Is the undersea beauty of the Bahamas really worth learning to dive from an instructor known as Mark the Shark? First, no Christmas. Then, no birthdays. What would be next to go? It's Always Something....",[],0.0,104.0,1.0,0.0,0.10477782054301814,0.10063482095998753,0.09660525121590847,0.08454951639289127,1.0,1.0,1.0,0.07982313981226714,0.1040605386364085,0.08825250513869769,0.09347796020526582,1.0,0.06271337530823992,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
450080,7913765,Seeing Green  (The Abraxas Series #4),eng,"Edward lies in a coma in the hospital, with Christine having a sneaking suspicion that Ryan has something to do with Edward's current condition. Ryan continues to act strangely possessive of Christine to the point where it becomes too scary for her to deal with. His sexual forwardness doesn't make matters easier for her, either. Edward's spectral form cries to Christine for help, as the clan soon discovers that Ryan's odd behavior is not his own...and to make matters more trying for her, Christine's best friend stops by for a visit, unknowing of her situation.",[],0.0,167.0,1.0,0.0,0.05334718097820593,0.05270939951070111,0.04941983601639096,0.026872804246870493,0.05541327165128559,1.0,0.05288392209082975,0.02948396237950886,1.0,0.04286235981698775,1.0,1.0,0.02606157727804072,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
451936,22747086,I Feel Breve,eng,"""I Feel Breve"" is a Children's story'y about the little things we do to feel breve!",[],0.0,15.0,1.0,0.0,0.020148165833696895,0.02429731750795854,0.021085146895979196,0.01369300680842022,1.0,1.0,1.0,0.010664117190173414,0.026838184532434486,0.021870887104526657,0.01961084047363475,1.0,0.008919859487038993,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
459090,36014573,Tales of the Sunrise Lands,eng,"Japan has long fascinated with its unique culture and elaborate folklore. This anthology collects fantasy stories inspired by the culture and literary traditions of Japan. From steadfast samurai and contemplative monks, to transforming animals, horrifying spirits and everyday objects come to life, these tales transport you to the magical world of the Sunrise Lands.
- An itinerant monk and his animal companion follow an evil wind to a desolate village.
- An onmyoeji astrologer investigates the murder of a man who held secrets of the Imperial family.
-The god's gift of good luck is accompanied by an invisible cat.
-The daughter of a fallen samurai is drawn back into her violent past to defend a village from attacking ronin.
-A little girl is caught between a mischievous fox and a talking fish.
18 stories of magical Japan, by: Mike Adamson, Stewart C Baker, Laura VanArendonk Baugh, Jaap Boekestein, Evan Dicken, Alice Dryden, Harry Elliot, Steven Grassie, Alison Akiko McBain, Marta Murvosh, Kirstie Olley, Richard Parks, Frances Pauli, TS Rhodes, Douglas Smith, Lyn Thorne-Adler, Josh Wagner, Will Weisser.",[],0.0,295.0,1.0,0.0,0.13521366992536066,1.0,0.12254305391084161,0.11819269485087922,1.0,1.0,1.0,0.14560506041804733,0.13532647457619504,0.10335249366106769,0.13918099360467534,0.13140674801523378,0.10057540395639057,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
