,id,title,language_code,description,similar_books,ratings_count,num_pages,text_reviews_count,average_rating,Action,Adventure,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Thriller,War,Action_b,Adventure_b,Crime_b,Documentary_b,Drama_b,Family_b,Fantasy_b,History_b,Horror_b,Music_b,Mystery_b,Romance_b,Thriller_b,War_b
24726,15734973,The Gloryhole Letterbox,en-GB,"I love visiting the gloryhole but they are just so difficult to find in the UK. One day I saw an ad on Craiglist from a couple who wanted men to turn up at their South London apartment, shove their cock through the gloryhole, and get sucked off by both the man and woman. I replied, naturally, and this is what happened!",[],2.0,6.0,1.0,2.0,1.0,0.20805888489943486,0.21408056589486116,0.15254445197764416,1.0,0.1598875237375385,0.22297398006187116,0.17559915642559817,0.21870319614608638,0.15934438617772553,0.22099732631202446,1.0,1.0,0.15908247615191112,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
325002,20707971,Marrying a Soldier,eng,"As a new wife to the Army, I had no clue what I was doing when I arrived in Fort Stewart to begin my new life. Nothing made sense, and it took me tons of embarrassment, nagging at my husband, and endless google searches to figure out the basics. I wasn't given a handbook or manual on how to behave, either. I purchased a book that outwardly looked helpful, but it was the same useless information I could have pulled up on the community website.
This book offers honest, easy to read, and straight forward information that most spouses must have upon entering into a totally new world.
In the back of this book you will find a helpful glossary containing words and acronyms (and interesting slang terms) that commonly confuse spouses, with a to-the-point definition.",[],2.0,110.0,1.0,2.33,0.11520646278124777,1.0,0.09870511735469907,0.11678400884484261,1.0,1.0,1.0,0.10521510061761047,0.09481176775220547,0.09869571664183417,0.10525485426599963,0.11903317167320171,0.11330712232192452,0.09567500430579187,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504107,16093446,1Malaysia.con,eng,""".. a style of writing that - trust us - will make you smile, laugh, sigh, curse or roll your eyes up as you go along. This is a book to be read once and taken out again at regular intervals by all those who wish to reminiscence, regret, rejoice and celebrate together with that curious species known as Malaysians. - S. Vicknesan, former Opinions/Features Editor, Malaysiakini.com
""In years to come, scholars researching the tumultuous cultural, social and political transformations distinguishing the period leading up tp and immediately after Malaysia's 12th general election will discover within these pages a rich lode of scintillating insights, along with a treasure trove of belly laughs."" - Antares, magickriver.blogspot.com
""..a great value-for-money package of excellent socio-political commentaries written in a witty fashion for the enjoyment of readers, with the funny yet useful bonus of an object lesson in lexical facility and verbal gymnastics for students of the English language."" - Ktemoc,ktemoc.blogspot.com",[],1.0,174.0,1.0,2.0,1.0,1.0,0.03745279092062827,1.0,0.04021190709396674,0.03563343655492595,0.034415905133050394,1.0,0.0318455594491441,0.033283758774410935,0.0330676411787406,0.03589122376786152,0.03679871991199482,0.02475403282430294,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
531569,32895159,The Comics of Charles Schulz: The Good Grief of Modern Life,eng,"With contributions by:
Leonie Brialey, MJ Clarke, Roy T. Cook, Joseph J. Darowski, Ian Gordon, Gene Kannenberg Jr., Christopher P. Lehman, Anne C. McCarthy, Ben Owen, Lara Saguisag, Ben Saunders, Jeffrey O. Segrave, and Michael Tisserand
The Comics of Charles Schulzcollects new essays on the work of the creator of the immensely popular Peanutscomic strip. Despite Schulz's celebrity, few scholarly books on his work and career have been published. This collection serves as a foundation for future study not only of Charles Schulz (1922-2000) but, more broadly, of the understudied medium of newspaper comics.
Schulz's Peanutsran for a half century, during which time he drew the strip and its characters to express keen observations on postwar American life and culture. As Peanuts'popularity grew, Schulz had opportunities to shape the iconography, style, and philosophy of modern life in ways he never could have imagined when he began the strip in 1950. Edited by leading scholars Jared Gardner and Ian Gordon, this volume ranges over a spectrum of Schulz's accomplishments and influence, touching on everything from cartoon aesthetics to the marketing of global fast food. Philosophy, ethics, and cultural history all come into play. Indeed, the book even highlights Snoopy's global reach as American soft power.
As the broad interdisciplinary range of this volume makes clear, Peanutsoffers countless possibilities for study and analysis. From many perspectives--including childhood studies, ethnic studies, health and exercise studies, as well as sociology--The Comics of Charles Schulzoffers the most comprehensive and diverse study of the most influential cartoonist during the second half of the twentieth century.",[],6.0,234.0,6.0,2.33,0.09011867953015594,0.09354892797447131,0.08018172804536035,1.0,1.0,0.10005611415708403,0.10070292336955333,1.0,0.07329676138475705,0.09304169776995379,0.07611484773878094,1.0,0.08623632519090503,0.06209749225220142,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
332679,18131249,Boudicca,eng,"Brittania was the most recent, and westerly province of the Roman Empire. Mostly pacified, and stable. Secure under Roman rule.
In A.D. 61, King Prasutagus, of the Iceni, had died, leaving two daughters, and his widow, Boudicca, known later by the latin name of Boadicea. She now ruled as Queen of the Iceni. The kingdom, situated in East Anglia, had been a friendly client state, the Romans having agreed to some autonomy. This was about to change. While the Governor, General Suetonius Paulinus was away, fighting the Druids, and their affiliated tribesmen, in North Wales, Decianus Catus, the Procurator, had been left in charge. His extreme treatment of the Iceni, led to subjucation, and the rape of Boudicca's daughters, and, when she protested, the scourging and lashing of Boudicca herself. An atrocity that turned the Iceni into uproar, revolt, and a thirst for bloody revenge.
Boudicca, at the head of one hundred and thirty thousand, well armed, warriors, was now imposing the biggest threat to the Romans, since the slave revolt of Spartacus. With their forces split between England and Wales, the Romans faced, not only annihilation, but, being swept back into the sea.
The Roman cities of Camulodinum, Verulamium, and Londinium, lay before the warrior Queen. Her blood lust, even threatened to turn into longings of a different kind.
The Iceni had been joined by the Trinovantes, with their leader, Denophias, a shrewd, and calculating, man.
The Iceni, were also well served by their nobles, particularly, Cembanus. Also, the Iceni warrior, and, now, ex-sheepherder, Unatrax, so muscle bound, and a formidable wielder of the Iceni long sword, he became known as Unatrax the Strong.
Paulinus, and the Tribune, Julius Agricola, a Gaul, of merit, and the legionaries from the Fourteenth, and Twentieth Legions, tried their best to hurry back with all haste. The nearest legion to the uprising, was the Ninth Hispana, led by the young Legate, Quintus Petillius Cerialis, garrisoned at the fortress of Lindum. But, were his five thousand legionaries of the Ninth, plus auxiliaries, a match for Boudicca's one hundred and thirty thousand, revenge-seeking tribesmen, and their four hundred, scythed, Iceni war chariots?",[],2.0,161.0,1.0,2.33,1.0,1.0,0.09558734661614267,0.0687681156096271,0.10440261786315956,0.079968892614059,1.0,1.0,0.09827829495046017,0.06327253404525175,0.0880697873289501,0.09178162435303609,0.10511551535688875,0.10019286887834966,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
533419,17948537,Kiss in the Dark,eng,"Two boys in love, filled with lust.
One jealous friend, seeking revenge.
Two boys in love.. 'till the end.",[],14.0,51.0,2.0,2.29,1.0,0.20006197797669253,0.2050585600286775,0.11687924450984058,1.0,0.1719954853916389,1.0,0.1702011475880412,0.17066940952018703,0.17366231681109645,0.17101807683200215,1.0,0.20158586201327233,0.13511470265042197,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
332688,22325640,Viking Voyage: Amelia's Dream,eng,"Amelia, an archaeology student, has always been fascinated with the Vikings. After graduation, Amelia and her best friend and flatmate Lyndie, go on a catamaran cruise to celebrate.
During the cruise Amelia goes overboard and travels 1000 years back in time to the Viking age where she spends an erotic night with a handsome Norseman.
Is the Thor's hammer pendant that Lyndie gave Amelia as a graduation present a magical connection to the Viking world?",[],2.0,31.0,1.0,2.0,0.05650703937012316,1.0,0.04311727974903497,0.05535691479232809,0.060007277675855876,1.0,1.0,0.046799969012890116,0.05019096403192119,0.04695207373521267,0.05151309364813198,1.0,0.050783204330383615,0.03571652429662832,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
365961,17852603,The Bell-Deep,eng,"""Ding-dong! Ding-dong!"" rings out from the Bell Deep in the Odense River. And what sort of river is that? Why, every child in Odense Town knows it well. It flows around the foot of the gardens, from the locks to the water mill, under the wooden bridges. Yellow water lilies grow in the river, and brown, featherlike reeds, and the black, velvety bulrushes, so high and so thick. Decayed old willow trees, bent and gnarled, hang far over the water beside the monks' marsh and the pale meadows; but a little above are the many gardens, each very different from the next. Some have beautiful flowers and arbors as clean and neat as dolls' houses, while some have only cabbages, and in others no attempts at formal gardens can be seen at all, only great elder trees stretching out and overhanging the running water, which in places is deeper that an oar can measure.",[],7.0,5.0,1.0,2.29,0.0854043303656552,1.0,0.06692955346546597,0.06768430924104368,0.078817271632176,1.0,1.0,0.060130354796560155,1.0,0.058150013778917514,0.07311339437752999,0.07186420353833033,0.08023415028941522,0.04984288539876693,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
418648,17335360,Hanging by a Thread,eng,"Romance on the Go
When two in bed isn't enough, you can always add a third.
This is the adage Candice has kept in the back of her mind since her last threesome, and after months of lackluster sex with her husband, she wants nothing more than to reinstate it. Tired of competing with the television for his attention, Candice feels that after six years of marriage, they might be drawing apart.
That is until Piers sets her up with Trevor, one of their closest friends who also just happens to be a certifiable Dom. What she doesn't expect to find is her husband acting as a butler let alone participating once Trevor's done with her.
The question is, once play ends, will Candice pick the man she married, or the one who left her back pink from the tails of his flogger?
Be Warned: menage sex (MFM), BDSM",[],7.0,38.0,3.0,2.43,0.10504456147813948,0.09719555099467972,0.11075837077186615,0.08896307507736476,1.0,0.08528579161715873,0.10054026243767955,0.08327477357259322,0.11233386521581173,0.08423927224251035,1.0,1.0,1.0,0.06203541789031656,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
203913,25580095,Strangers in the Islands,eng,"With the threat of war hanging over Europe, even the remote Shetland Islands cannot remain unaffected, as the young Scotts and their friends discover soon after they arrive there for their long anticipated holiday.
Illustrated by Daphne Fedarb.",[],1.0,260.0,1.0,2.0,0.09672637430515726,1.0,0.07086956067460856,0.05455712897800232,1.0,0.10386828059887848,0.10124631666956989,1.0,0.10513736964114058,0.06555845617264676,0.10289844477391558,0.10576539310612573,0.10059578744230084,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
468571,25769533,Penelope's Pitfalls In Switzerland,eng,"Join beautiful Penelope on her search for the elusive perfect submissive man.
Penelope has fun and laughs with her pal Prudence, but not much success in finding Mr Right.
Her hopes are raised when she unexpectedly meets attractive, successful o. He's romantic, attentive and very willing. Penelope thinks she may have met her dream guy at last, but can't resist a short journey to the historic Swiss town of Basel by night, where she witnesses the devotion of a German slave to her Austrian master, and this meeting threatens to destroy her dream.
Find out what happens next in Tyburn Way's latest twisted story!","['28260081', '28365302', '27405897', '27636802', '26309061', '28157663', '27218734', '28176190', '28954329', '25849075', '27867019', '23595441', '27843320', '20836376']",9.0,124.0,7.0,1.78,0.12279996307810237,1.0,0.1107698630735478,0.10134434526814373,1.0,0.11515133781199133,0.12319283893416588,0.11533136715145594,0.12034053890066036,0.10016575729634508,0.11588920749255024,1.0,1.0,0.09211547412085092,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
218807,7673811,Virgin Blood,eng,"Locked in the witch's tower from childhood, Rapunzel has never touched a man until the enigmatic, ravishing Alaric materializes out of the night. He takes her lifeblood-but gives her heartrending ecstasy in return. Now they must defy the odds and escape Rapunzel's tower...together. Review quotes for Virgin Blood by Margaret Carter ""Margaret Carter spins a new and fascinating version to the classic Rapunzel tale with VIRGIN BLOOD. . . . a steamy and erotic tale that is a fast read, enticing and very enjoyable. Tracey West, The Road to Romance ""This story was a favorite of mine."" Bea Sigman, Romance Junkies ""VIRGIN BLOOD is a hot read that moves along very quickly."" Hunter McKenna, Sensual Romance Reviews",[],6.0,59.0,1.0,2.5,0.07095301170975249,0.07195517692640382,0.06075714596002038,0.05330881295171468,1.0,0.06806049716546055,1.0,0.06519605599274945,1.0,0.05541971924482104,0.06572812236710743,1.0,0.07297518395146209,0.038248071936161074,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
341311,25810712,Rainy Day: A Little Moral Story About Worry (Dan Yaccarino's Happyland),eng,Glub-Glub worries so much about getting wet that he almost misses all the fun of frolicking in the rain.,[],29.0,22.0,5.0,2.48,0.04961713515487144,0.05769076348605012,0.05604693692028677,1.0,1.0,1.0,0.06928728555556149,1.0,0.04598034938161258,0.06506944756943177,0.04756224110722701,0.07219968380549652,0.05404632470714045,0.058184962934778345,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
131317,17800879,The Gardner's How Book,eng,"This book, with all its faults and mistakes and omissions, is an attempt to set down in convenient reference form the general questions, the practical ones, that people have asked.",[],1.0,358.0,1.0,2.0,0.04456425412052648,1.0,0.035751371630269306,1.0,0.03998160840331365,0.04194729267741095,1.0,0.04722991530616897,1.0,0.031452284589142246,0.039087973056124284,0.03550168875674644,0.041281730714051536,0.03725667983271413,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
406225,29387763,Murder on the Rocks,eng,"Murder is a seductive story that keeps Detective Jill Rogers hypnotized and soothes her road-hungry feet. Money and murder--the world's most fascinating subjects. Jill quit romance when she left Sophie Walsh, the love of her life, starved and hurting. Love is for sunny, squishy people, and Jill is dark.
A few things Jill knows for sure: the more violent the crime, the closer the relationship is between victim and murderer. Murder investigation is a two-piece puzzle. One piece is the crime scene and it forms half the picture; the other is the witnesses and suspects. Ideally, the two halves come together and form a complete whole and the case is solved. If they don't, either Jill made a mistake or someone is lying. And she doesn't make mistakes.",[],18.0,240.0,16.0,1.76,0.1998707848573088,0.16796478298712306,1.0,0.1547316271735402,0.2320538769364533,0.14355046485440437,0.17118579530401487,0.1638288670852369,0.18823622649889574,0.15666747296196085,1.0,1.0,1.0,0.12095185547445636,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
172873,8674520,Catch 'Em in the Act,eng,"Lou has a magic box. It makes people do things they normally wouldn't. And Lou likes to watch.
Terry Bisson's 1990 short story ""Bears Discover Fire"" won both the Hugo and the Nebula awards, and his all-dialogue story ""They're Made Out of Meat"" is one of the most widely-reprinted SF stories of the last several decades. He has published several volumes of short fiction, including Bears Discover Fire and Other Stories.His novels include Talking Man, Fire on the Mountain, Voyage to the Red Planet, Pirates of the Universe, andThe Pickup Artist.",[],21.0,32.0,2.0,2.32,0.10947838117785133,0.11616249237038599,0.09648080988505159,1.0,1.0,0.10714093507033251,1.0,1.0,0.10332885645511286,0.0897660573294568,0.09966789116229348,0.10260307233890628,0.10579940456653542,0.0800326079917255,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
536071,25594063,America Wake Up,eng,"These messages have been revealed to a lady as the last series of Divine Messages being imparted to the world before The Second Coming of Jesus Christ, and have been foretold in scripture. They are of divine original and are given out of the pure love that God has for all his children.",[],2.0,360.0,1.0,2.0,1.0,1.0,0.14441203594135565,0.1756550555831022,0.18855297385400455,0.18675558283208016,1.0,0.16784687071568413,0.18536721319015056,0.15065506850439192,0.156088986775451,1.0,0.17956173622958296,0.15673850959674793,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
131447,9715045,Reading Horace,eng,A series of essays on interpreting the poetry of Horace.,[],1.0,156.0,1.0,2.0,0.008845284231634115,0.00839198253666142,0.0087889603012706,0.007346449244571802,0.007910943689208265,0.007862590890561457,0.00932099013386245,0.004724724160739906,1.0,1.0,1.0,0.005793361707046656,1.0,0.004179662280864122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
196858,27042607,Knotting Expectations,eng,Stiles gets an eyeful and suddenly getting up close and personal to a werewolf is all he can think about.,[],4.0,11.0,2.0,2.0,0.00607594229634436,0.005602804965644521,0.0033147264405428145,1.0,0.005537797050871446,0.004976427438699534,1.0,0.005513391998478301,1.0,0.005363740883512084,0.0044632011229826535,0.005042903438628141,1.0,0.002898964638567057,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
338273,13451997,Face Of Life,eng,"FACE OF LIFE
Ryan Dias wants to break all possible contacts with everyone around him. Aloof from the present world, he chose to live this way. As he walks ahead, he meets people against his will, some known faces, some are strangers. Recalling the core episodes of his past life in every step that he takes, he finds out that the people whom he met are a part of him. Who are they? How are they connected? And why are they a part of him?
They are his faces. But there is still one face to be unveiled. A stranger says...
""That is a face of life which no living mortal has ever
seen, but every living mortal has to face it.""
It is unveiled.
****************************************************************
Visit the website
http://www.rijoroy.com/
and download the first three chapters for free to get a feel of the book and the writing style.",[],9.0,257.0,5.0,1.78,1.0,1.0,0.25435084252442414,0.2810222870242912,1.0,0.2600684737659966,0.2916861640771783,0.2630683306216369,0.28944873480307265,0.20762682699596421,0.2581775152164357,0.26003886936377935,1.0,0.216622295137195,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
498497,22062584,Dining Alone: Stories From The Table For One,eng,"In these short stories the table is a scene of revenge and nostalgic memories, self-realisation and self-indulgence, separations and new beginnings. In turn warm and witty, acerbic and compassionate, sad and joyful, the stories in Dining Alone demonstrate the rich possibilities that food brings to fiction. ...",[],4.0,170.0,1.0,2.5,0.0812255546359912,0.07649133562367055,0.07959517529435937,1.0,1.0,0.08123986611445994,0.08149686319652896,1.0,0.07812695715210013,0.06893327647999119,0.07480441476818787,0.08009777536491695,1.0,0.047440625407755885,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
311826,17936859,Fifty Shades Of Abuse,eng,"The very first book from #OneVoice.
A collection of fifty true victims and survivors stories from around the world with one common theme - domestic violence/abuse.
Each one written from the heart and unedited so raw and full of the pain and feelings they convey.
ALL revenue from the profits will be donated to charities around the world.
From emotional abuse to violence, rape and a victim on trial for 1st degree murder this book carries a STRONG WARNING - please purchase but read with caution as the subject matter between these pages is graphic.
Find out why some of our survivors feel that Fifty Shades Of Grey and it's main character, Christian Grey is NOT a romantic love story but a tale of domestic abuse and violence that has destroyed one woman's life that we know of!
Can you see the signs but most of all do you recognise the signs that hide within this book?
I know I speak on behalf of all #OneVoice victims and survivors when I say that if one person walks away from a violent relationship after reading this book we will all be a happy bunch of survivors and know that we have helped just a little!",[],17.0,304.0,5.0,2.4,0.16946189213153726,0.16401473668663955,0.1776149743417116,0.17107972066430832,1.0,0.1493024316394834,1.0,0.1654130943666914,0.1757543543196047,0.13089490407011978,0.1765930860818078,1.0,1.0,0.13080258410296855,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
557302,23290000,Really Neat Rocks,eng,A casual and non-technical introduction to rock hunting and the various processes involved in turning rough rocks into finished gems. Illustrated with photographs by the author.,[],17.0,61.0,2.0,1.94,0.006716909738347211,0.00844777950568516,0.007433161619114207,1.0,1.0,0.009657966176281443,1.0,0.010310972773632463,0.008975757212500799,1.0,0.008603826385763638,0.009462566292113478,0.008947891404143577,0.005077517217462189,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
94985,25023886,9781939371676,eng,"Working on Your Now (WOYN) is a guide to help you plan your life's course, no matter what stage you are in on your journey. Within its pages you will discover how to take ownership of what WOYN means to you, what WOYN looks like to you, and how you will embrace your WOYN. It provides a solution for how to get started when you are not sure where to begin. It is a wake-up call to your senses. It does not have all your answers, but it does give insight into many of your questions. This book is not intended to be a quick fix that will inspire you for a moment and then have you go back to your same routine after you've finished reading it. This book is a thinking book. It is a doing book. In other words, you think about what you want in life, and then you go out and do it! YOU make it happen.",[],2.0,70.0,2.0,2.5,0.16596946864620066,1.0,0.1480825978798751,1.0,1.0,0.16573104777956169,1.0,0.14089102347406646,0.1531203211235746,0.12964945346856419,0.14700074558289405,0.16334744212542449,0.16577584024165287,0.11208879246232473,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106230,23687365,Live and Let Learn,eng,"Jason Dawds was a good husband, father and overall man. But does any of this matter if you are killed? This book explores possibilities and ideas.",[],4.0,49.0,2.0,2.25,1.0,1.0,0.14438041767487012,0.10123601020721412,1.0,0.14731489730479316,0.15312794748958705,0.10912458931300797,0.16087568308804945,0.11131190064543164,0.16190470625677045,0.15606457547359728,1.0,0.09149797967892392,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
229690,11447990,Mrs. Nixon: A Novelist Imagines a Life,en-US,"Dazzlingly original, Ann Beattie's Mrs. Nixon is a riveting exploration of an elusive American icon and of the fiction writer's art.
Pat Nixon remains one of our most mysterious and intriguing public figures, the only modern First Lady who never wrote a memoir. Beattie, like many of her generation, dismissed Richard Nixon's wife: ""interchangeable with a Martian,"" she said. Decades later, she wonders what it must have been like to be married to such a spectacularly ambitious and catastrophically self-destructive man.
Drawing on a wealth of sources from Life magazine to accounts by Nixon's daughter and his doctor to The Haldeman Diaries and Jonathan Schell's The Time of Illusion, Beattie reconstructs dozens of scenes in an attempt to see the world from Mrs. Nixon's point of view. Like Stephen King's On Writing, this fascinating and intimate account offers readers a rare glimpse into the imagination of a writer.
Beattie, whose fiction Vanity Fair calls ""irony-laced reports from the front line of the baby boomers' war with themselves,"" packs insight and humor into her examination of the First Couple with whom boomers came of age. Mrs. Nixon is a startlingly compelling and revelatory work.","['638188', '10238101', '8105645', '2713623', '381442', '13395627', '11104065', '805601', '713816', '10706657', '321110', '430600', '2267903', '2216931', '9109649', '60046', '7016276']",177.0,304.0,61.0,2.41,0.11439584460709205,0.1149285766362841,0.1050022667019021,1.0,1.0,0.09956164841369905,0.12158150060343308,1.0,0.09825528544544854,0.09787305222365815,0.11008996583128884,1.0,0.11865055265644643,0.11153575190878912,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
89542,22066341,The Goodbye Chronicles: The Beautiful and the Strange,eng,"Three stories, three lives, one kind of heart.
This short-story collection peeks into the lives of three ordinary young women tangled up in extraordinary, oh so strange, 'love' affairs that quickly ignite their inner fire. But passion, though thrilling, is fleeting. And it's going to take a strength they've never known to guide them as each one discovers that desperate measures sometimes call for creative goodbyes.",[],2.0,88.0,2.0,2.5,0.15283942464810016,0.15740537065507862,0.1542225683036781,0.1480035543794792,1.0,0.15024323408124077,1.0,0.1613330019265492,0.165016479296013,0.13947026718532957,0.16097272170734225,1.0,1.0,0.12260344750144299,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
296415,13641441,X-Men Spotlight on ... Starjammers 1 of 2,eng,"Corsair and the Starjammers go in search of the Phalcon, a mysterious power and wealth that could help them restore Lilandra to the throne.",[],2.0,48.0,2.0,2.0,1.0,1.0,0.0452533251265355,0.02853163486133736,0.04151386614984754,0.03987036752899664,1.0,0.04914172520544242,0.05662830067622167,0.020855403588849325,1.0,0.0329243202062866,0.05229385719565122,0.03476156247285133,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
495712,18078245,The Goodreads Killer,en-US,"Thomas Ultorem's burning obsession to make it as a writer has broken him. And in the chaotic world of his disintegrating psyche, someone's got to pay...
The Goodreads Killer- Talk is cheap but murder costs nothing.","['18272877', '18269478', '18042263', '22706854', '10779157', '8691969', '23208863', '18055164', '2574850', '22717259', '13638468', '12642558', '13403820', '28573185', '8815485', '17568172']",80.0,65.0,54.0,2.36,0.09186192396222811,0.07809419775171825,1.0,0.07204969339772527,0.07833577252811601,0.04942435403008657,0.07263294749688505,0.06484405394858211,1.0,0.039151740991290054,1.0,0.047958344068493905,1.0,0.06137105482687409,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
66201,25435384,Red Moon Circle,eng,"Twenty plus years of seclusion has Christian Moon wondering if the sign his father promised would ever come. He had no idea what it would be; he did know why it would come. To free the werewolves, he was destined to lead, from the chaos his brother cursed upon the Indian Moon Area when he took control. Not only would the werewolves be free; he'd be able to gain some revenge for his family's unnecessary death.
Little did he know just how important the sign would truly be to him.
Brandon Blaylock has had enough of being controlled by his family and hiding his true self. When his lover of six years informs him he's getting married, Brandon decides it's time he lives his life for himself. Not an easy decision, specially when you'll be moving all the way to the other side of the country to face a bunch of unknowns.",[],1.0,262.0,1.0,2.0,0.1491983738262605,1.0,0.1346072454520746,0.12338661887908144,1.0,1.0,1.0,0.14253215934186267,0.14276948023212985,0.10912200400661991,0.13075523346741522,0.14706339323989073,0.1495893105986995,0.08458585099916628,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445505,10418175,The Evolution of Russia,eng,Overview history of Russia from about 900 AD to the end of World War II in 1945.,[],3.0,214.0,1.0,2.5,0.08355113785848542,1.0,0.03837580995703112,1.0,0.06746976292284787,0.04922000613688518,0.0708225033903431,1.0,0.037095920165118444,0.05183738986124637,0.037137853532248875,0.04349074158652758,0.053391895941735726,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
153042,16300802,It's a long story: A novel about beautiful boys doing terrible things to each other,eng,"James loves AJ, but the feeling isn't mutual. AJ parties and uses boys up like Kleenex, blowing once and tossing them away. James will do anything to get him back. Dan is hardly the man of his dreams, but he may be the key to making AJ take notice of him again. It's a long story is a funny, sexy, and heartbreaking tale of beautiful boys doing terrible things to each other out of love, lust, envy, and jealousy that stretches from the gritty old neighborhoods of South Philadelphia to lofty penthouse heights.
It's a long story features adult situations and graphic depictions of consensual sex between men. It is approximately 49,000 words long.",[],6.0,140.0,1.0,2.0,0.10690013303131235,0.11891448090412063,0.11069781429272202,0.11266749424276806,1.0,0.11937840254111576,1.0,1.0,0.0956389196790284,0.10613518425011506,0.10448625213783395,1.0,0.10619404977706767,0.09502689510259986,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
150822,18221912,Feng Shui 151 Golden Tips,eng,"Feng Shui is derived from ancient Chinese literature on the correct positioning of items to have at appropriate places for harmony and happiness.
This book provides easy feng shuitips for your home and/or office.",[],1.0,191.0,1.0,2.0,1.0,0.020580429334267587,0.018005893638232077,0.013779326188867054,0.017347832335341536,1.0,1.0,0.012528350172168278,0.020958495336063084,0.014190960493022514,0.018191644913891292,0.0169710983264494,1.0,0.011181795859135072,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
120028,25504776,Future Nurse,eng,Would Nurse Ann Galt succeed in her desperate mission to bring a doctor to her island--or must she lose him to the woman who claimed his love?,[],1.0,127.0,1.0,2.0,0.08732466159698744,0.09520876423962052,0.06526280886939304,0.03148306605985134,1.0,0.06418742300124257,1.0,0.06794980923789085,0.08202226975127642,0.06295446549403737,0.09591889830213374,1.0,1.0,0.07421996695119819,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
